kernel_radius,b,c,h,w,max_fn_sec,max_fn_value,luca_fn_sec,luca_fn_value
2,64,32,4,4,,,0.0009493410000231961,0.0009703636169433594
2,64,32,8,8,,,0.001213562999964779,0.0002474784851074219
2,64,32,16,16,,,0.0014265319999822168,6.0558319091796875e-05
2,64,32,32,32,,,0.0026530460000344647,1.5497207641601562e-05
2,64,32,64,64,,,0.007831492000036633,3.874301910400391e-06
2,64,32,128,128,,,0.028570052999953077,9.5367431640625e-07
2,64,64,4,4,,,0.0011119509999844013,0.0009889602661132812
2,64,64,8,8,,,0.0012798010000096838,0.00024700164794921875
2,64,64,16,16,,,0.0018339609999884487,6.091594696044922e-05
2,64,64,32,32,,,0.004133987000045636,1.52587890625e-05
2,64,64,64,64,,,0.014339607000010801,3.874301910400391e-06
2,64,64,128,128,,,0.05665582099999256,9.5367431640625e-07
2,64,128,4,4,,,0.001119414000015695,0.0009737014770507812
2,64,128,8,8,,,0.0015077109999879212,0.0002446174621582031
2,64,128,16,16,,,0.0025941970000076253,6.115436553955078e-05
2,64,128,32,32,,,0.007736189000013383,1.537799835205078e-05
2,64,128,64,64,,,0.02753890000002457,3.814697265625e-06
2,64,128,128,128,,,0.11177752899999405,9.5367431640625e-07
2,128,4,4,4,,,0.0013848829999574264,0.0004818439483642578
2,128,4,8,8,,,0.00131861500000241,0.00010013580322265625
2,128,4,16,16,,,0.0019034970000006979,3.0875205993652344e-05
2,128,4,32,32,,,0.0022315780000212726,7.3909759521484375e-06
2,128,4,64,64,,,0.0033375620000128947,1.7881393432617188e-06
2,128,4,128,128,,,0.007144519999997101,5.364418029785156e-07
2,128,8,4,4,,,0.0015779929999553133,0.00047588348388671875
2,128,8,8,8,,,0.0012969169999905716,0.00011813640594482422
2,128,8,16,16,,,0.0019995979999976043,3.11732292175293e-05
2,128,8,32,32,,,0.0026177729999972144,7.927417755126953e-06
2,128,8,64,64,,,0.004832542000031026,1.9073486328125e-06
2,128,8,128,128,,,0.014426282999977502,4.76837158203125e-07
2,128,16,4,4,,,0.0012808690000269962,0.0004963874816894531
2,128,16,8,8,,,0.0018657690000054572,0.00011670589447021484
2,128,16,16,16,,,0.0022214789999566165,3.057718276977539e-05
2,128,16,32,32,,,0.003416225000023587,7.68899917602539e-06
2,128,16,64,64,,,0.007812209000007897,1.8477439880371094e-06
2,128,16,128,128,,,0.02797962599998982,4.76837158203125e-07
