kernel_radius, b  , c  , h  , w  , max_fn_sec, max_fn_value, luca_fn_sec          , luca_fn_value
            2,  16,  32,  32,  32,           ,             , 0.001778666999825873 , 0.8991851806640625
            2,  16,  32,  64,  64,           ,             , 0.006215990999862697 , 0.9294176697731018
            2,  16,  32, 128, 128,           ,             , 0.02384966399995392  , 0.9106124639511108
            2,  16,  64,   4,   4,           ,             , 0.0010046029999557504, 0.8060791492462158
            2,  16,  64,   8,   8,           ,             , 0.0007103170000846148, 0.8346108794212341
            2,  16,  64,  16,  16,           ,             , 0.0018159380001634418, 0.8974515199661255
            2,  16,  64,  32,  32,           ,             , 0.006350973000053273 , 0.9155164957046509
            2,  16,  64,  64,  64,           ,             , 0.024530067999876337 , 0.9342061281204224
            2,  16,  64, 128, 128,           ,             , 0.09765038000000459  , 0.9550753235816956
            2,  16, 128,   4,   4,           ,             , 0.0007995859998572996, 0.833105742931366
            2,  16, 128,   8,   8,           ,             , 0.0012888629998997203, 0.8972370624542236
            2,  16, 128,  16,  16,           ,             , 0.00725478699996529  , 0.939003586769104
            2,  16, 128,  32,  32,           ,             , 0.029166408999799387 , 0.9326700568199158
            2,  16, 128,  64,  64,           ,             , 0.1154536649999045   , 0.9331342577934265
            2,  16, 128, 128, 128,           ,             , 0.46185169000000315  , 0.9684821367263794
            2,  32,   4,   4,   4,           ,             , 0.0009247049999885348, 0.27336013317108154
            2,  32,   4,   8,   8,           ,             , 0.0007664089998797863, 0.5638753175735474
            2,  32,   4,  16,  16,           ,             , 0.000752316999978575 , 0.5214575529098511
            2,  32,   4,  32,  32,           ,             , 0.0007558810000318772, 0.499409019947052
            2,  32,   4,  64,  64,           ,             , 0.0008602489999702811, 0.5486127734184265
            2,  32,   4, 128, 128,           ,             , 0.0016771269999935612, 0.6056279540061951
            2,  32,   8,   4,   4,           ,             , 0.0007407440000406496, 0.3715246915817261
            2,  32,   8,   8,   8,           ,             , 0.0007364719999713998, 0.5097591876983643
            2,  32,   8,  16,  16,           ,             , 0.0007542959999682353, 0.5509148240089417
            2,  32,   8,  32,  32,           ,             , 0.0007637090000116586, 0.5307202339172363
            2,  32,   8,  64,  64,           ,             , 0.001335072999836484 , 0.5744099020957947
            2,  32,   8, 128, 128,           ,             , 0.003699743999959537 , 0.6431237459182739
            2,  32,  16,   4,   4,           ,             , 0.0007482340001843113, 0.4179290235042572
            2,  32,  16,   8,   8,           ,             , 0.0007621150000431953, 0.4504087567329407
            2,  32,  16,  16,  16,           ,             , 0.0007388279998394864, 0.5545084476470947
