kernel_radius, b  , c  , h  , w  , luca_fn_sec       , luca_fn_value         , max_fn_sec         , max_fn_value
            2,   8,  32,   4,   4, 0.0007226160000186, 0.008148193359375     ,  3.62149720600064  , 0.0198211669921875
            2,   8,  32,   8,   8, 0.0007174930000246, 0.0019416809082031    ,  3.5739376320016163, 0.0028285980224609
            2,   8,  32,  16,  16, 0.000727525000002 , 0.0004925727844238    ,  3.5628882839992   , 0.0005788803100585
            2,   8,  32,  32,  32, 0.0007078190000129, 0.0001202225685119    ,  3.756185361999087 , 0.0001324415206909
            2,   8,  32,  64,  64, 0.0013363310000045, 3.0159950256347656e-05,  3.9534297800018976, 3.141164779663086e-05
            2,   8,  32, 128, 128, 0.0040632910000226, 7.510185241699219e-06 ,  3.8199338160011393, 7.867813110351562e-06
            2,   8,  64,   4,   4, 0.000735106000036 , 0.0078887939453125    , 15.451392140999817 , 0.0192718505859375
            2,   8,  64,   8,   8, 0.0006728660000021, 0.0019493103027343    , 16.02916854200157  , 0.0028495788574218
            2,   8,  64,  16,  16, 0.0007267529999808, 0.0004916191101074    , 12.80909009899915  , 0.0005736351013183
            2,   8,  64,  32,  32, 0.0008207909999669, 0.0001211762428283    , 12.73465809499976  , 0.0001322031021118
            2,   8,  64,  64,  64, 0.0022034369999914, 3.057718276977539e-05 , 12.732146076999925 , 3.159046173095703e-05
            2,   8,  64, 128, 128, 0.0078258979999645, 7.569789886474609e-06 , 13.070059226000012 , 7.748603820800781e-06
            2,   8, 128,   4,   4, 0.0010421909999536, 0.0078353881835937    , 57.022296285002085 , 0.0192108154296875
            2,   8, 128,   8,   8, 0.0008132289999593, 0.0019569396972656    , 49.67209554600049  , 0.0028076171875
            2,   8, 128,  16,  16, 0.000720804000025 , 0.0004832744598388    , 51.30024420399786  , 0.0005745887756347
            2,   8, 128,  32,  32, 0.0013307649999774, 0.0001224279403686    , 49.13743193899791  , 0.0001318454742431
            2,   8, 128,  64,  64, 0.0039718969999853, 3.045797348022461e-05 , 48.3061016190004   , 3.170967102050781e-05
            2,   8, 128, 128, 128, 0.0147113610000246, 7.62939453125e-06     , 49.70802301200092  , 7.808208465576172e-06
            2,  16,   4,   4,   4, 0.0007503719999704, 0.0029525756835937    ,  0.0639901779977663, 0.0100326538085937
            2,  16,   4,   8,   8, 0.0007376730000032, 0.0008988380432128    ,  0.0571716860031301, 0.0014047622680664
            2,  16,   4,  16,  16, 0.0007104099999537, 0.0002204179763793    ,  0.0607879230010439, 0.0002951622009277
